Drug	ABX	Strain	Replicate	normAUC	Exp
Cyanocobalamin	Doxycycline	NT5001	R2	0.027801273642876625	LM18-20
Cefadroxil	Doxycycline	NT5001	R2	0.04809622040998783	LM18-20
Cyclosporin A	Doxycycline	NT5001	R2	0.040265924484796316	LM18-20
Digoxin	Doxycycline	NT5001	R2	0.042824895632268094	LM18-20
Doxorubicin hydrochloride	Doxycycline	NT5001	R2	0.035154501297497476	LM18-20
Carbimazole	Doxycycline	NT5001	R2	0.030412062598341623	LM18-20
Epiandrosterone	Doxycycline	NT5001	R2	0.045063879742448194	LM18-20
Mesna	Doxycycline	NT5001	R2	0.03755135156165359	LM18-20
Clofibrate	Doxycycline	NT5001	R2	0.04138675431339731	LM18-20
Estradiol-17 beta	Doxycycline	NT5001	R2	0.05081476464107463	LM18-20
Clobutinol hydrochloride	Doxycycline	NT5001	R2	0.03803082189517341	LM18-20
Gabazine bromide	Doxycycline	NT5001	R2	0.025568622898675848	LM18-20
Oxcarbazepine	Doxycycline	NT5001	R2	0.03675235501422059	LM18-20
Cyclobenzaprine hydrochloride	Doxycycline	NT5001	R2	0.03531403415252887	LM18-20
Todralazine hydrochloride	Erythromycin	NT5001	R1	0.027546217019233165	LM18-12
Finasteride	Erythromycin	NT5001	R1	0.02951194203294367	LM18-12
Hydrocortisone base	Doxycycline	NT5001	R2	0.044263125971658386	LM18-20
Hydroxytacrine maleate (R,S)	Doxycycline	NT5001	R2	0.02854068189785467	LM18-20
Pilocarpine nitrate	Doxycycline	NT5001	R2	0.03367160736655234	LM18-20
Dicloxacillin sodium salt hydrate	Doxycycline	NT5001	R2	0.020772006378471153	LM18-20
Cyclophosphamide	Doxycycline	NT5001	R2	0.046254383821152774	LM18-20
Topotecan	Doxycycline	NT5001	R2	0.048260370626762306	LM18-20
Alizapride HCl	Doxycycline	NT5001	R2	0.046182998583403696	LM18-20
Stanozolol	Doxycycline	NT5001	R2	0.04650012036985998	LM18-20
Calcipotriene	Doxycycline	NT5001	R2	0.026363044837221065	LM18-20
Linezolid	Doxycycline	NT5001	R2	0.007701295187914971	LM18-20
Fluorometholone	Erythromycin	NT5001	R1	0.0379188892636057	LM18-12
Mebhydroline 1,5-naphtalenedisulfonate	Doxycycline	NT5001	R2	0.046180599619876764	LM18-20
Meclozine dihydrochloride	Doxycycline	NT5001	R2	0.040907286536102046	LM18-20
Melatonin	Doxycycline	NT5001	R2	0.04058979684502919	LM18-20
Butalbital	Doxycycline	NT5001	R2	0.040907102168407254	LM18-20
Dinoprost trometamol	Doxycycline	NT5001	R2	0.04521527193809538	LM18-20
Atorvastatin	Doxycycline	NT5001	R2	0.04729916251394819	LM18-20
Gatifloxacin	Doxycycline	NT5001	R2	0.008931386715246572	LM18-20
Tropisetron HCl	Doxycycline	NT5001	R2	0.045543717980584555	LM18-20
Cefixime	Doxycycline	NT5001	R2	0.019626156702751068	LM18-20
Cephalothin sodium salt	Erythromycin	NT5001	R1	0.022989907486357552	LM18-12
Metrizamide	Doxycycline	NT5001	R2	0.04570144737654781	LM18-20
Quetiapine hemifumarate	Doxycycline	NT5001	R2	0.048260048861998674	LM18-20
Tosufloxacin hydrochloride	Doxycycline	NT5001	R2	0.014673350603043141	LM18-20
Rifapentine	Doxycycline	NT5001	R2	0.01036966233176392	LM18-20
Neostigmine bromide	Doxycycline	NT5001	R2	0.03883199172345951	LM18-20
Niridazole	Doxycycline	NT5001	R2	0.010693761652782924	LM18-20
Ceforanide	Doxycycline	NT5001	R2	0.014857564722549456	LM18-20
Bosentan	Doxycycline	NT5001	R2	0.06679469795424235	LM18-20
Imatinib	Doxycycline	NT5001	R2	0.03691235220743919	LM18-20
Cefuroxime sodium salt	Erythromycin	NT5001	R1	0.015089553544832022	LM18-12
Vatalanib	Doxycycline	NT5001	R2	0.054931362510616984	LM18-20
Itopride	Doxycycline	NT5001	R2	0.04953675890302834	LM18-20
Cefotetan	Doxycycline	NT5001	R2	0.006694069433933073	LM18-20
Fentiazac	Doxycycline	NT5001	R2	0.09635698972262377	LM18-20
Brompheniramine maleate	Doxycycline	NT5001	R2	0.05177375454738944	LM18-20
Progesterone	Doxycycline	NT5001	R2	0.06434016745232993	LM18-20
Felodipine	Doxycycline	NT5001	R2	0.06759549597966946	LM18-20
Raclopride	Doxycycline	NT5001	R2	0.04561743305001918	LM18-20
Closantel	Doxycycline	NT5001	R2	0.007959310920054736	LM18-20
Sildenafil	Erythromycin	NT5001	R1	0.031225465111442252	LM18-12
Moxifloxacin	Doxycycline	NT5001	R2	0.012919851367256688	LM18-20
Doxycycline hydrochloride	Doxycycline	NT5001	R2	0.010212117399353914	LM18-20
Serotonin hydrochloride	Doxycycline	NT5001	R2	0.045856449270225454	LM18-20
Cefotiam hydrochloride	Doxycycline	NT5001	R2	0.011974310014175149	LM18-20
Rofecoxib	Doxycycline	NT5001	R2	0.04250070048478177	LM18-20
Benperidol	Doxycycline	NT5001	R2	0.03609877116746467	LM18-20
Cefaclor hydrate	Doxycycline	NT5001	R2	0.03662385587442577	LM18-20
Daunorubicin hydrochloride	Doxycycline	NT5001	R2	0.019893692863567774	LM18-20
Dosulepin hydrochloride	Doxycycline	NT5001	R2	0.03850798385137335	LM18-20
Rifaximin	Erythromycin	NT5001	R1	0.009591954031530717	LM18-12
Ceftazidime pentahydrate	Doxycycline	NT5001	R2	0.00286327729983903	LM18-20
Iobenguane sulfate	Doxycycline	NT5001	R2	0.042648354713199325	LM18-20
Sulbactam	Doxycycline	NT5001	R2	0.04079671804602653	LM18-20
Bromhexine hydrochloride	Doxycycline	NT5001	R2	0.05225290177412771	LM18-20
Metixene hydrochloride	Doxycycline	NT5001	R2	0.039468369179414535	LM18-20
Nitrofural	Doxycycline	NT5001	R2	0.00894257092212762	LM18-20
Omeprazole	Doxycycline	NT5001	R2	0.043785460407271784	LM18-20
Propylthiouracil	Doxycycline	NT5001	R2	0.03547610713858727	LM18-20
Terconazole	Doxycycline	NT5001	R2	0.033831905304388024	LM18-20
Althiazide	Erythromycin	NT5001	R1	0.025997529758143696	LM18-12
Vancomycin hydrochloride	Doxycycline	NT5001	R2	0.011805674816135809	LM18-20
Artemisinin	Doxycycline	NT5001	R2	0.04027013233936854	LM18-20
Propafenone hydrochloride	Doxycycline	NT5001	R2	0.03755135101845588	LM18-20
Ethamivan	Doxycycline	NT5001	R2	0.037711114317129306	LM18-20
Anethole-trithione	Doxycycline	NT5001	R2	0.04298646018526599	LM18-20
Cefdinir	Doxycycline	NT5001	R2	0.009393148749602783	LM18-20
Vigabatrin	Doxycycline	NT5001	R2	0.04122676351074006	LM18-20
Biperiden hydrochloride	Doxycycline	NT5001	R2	0.04026786553265018	LM18-20
Cetirizine dihydrochloride	Doxycycline	NT5001	R2	0.017256591590650523	LM18-20
Etifenin	Doxycycline	NT5001	R2	0.036275100746362046	LM18-20
Isopyrin hydrochloride	Erythromycin	NT5001	R1	0.031743258486886174	LM18-12
Metaproterenol sulfate, orciprenaline sulfate	Doxycycline	NT5001	R2	0.035397969658927456	LM18-20
Sibutramine HCl	Doxycycline	NT5001	R2	0.041525928922275794	LM18-20
Acenocoumarol	Doxycycline	NT5001	R2	0.05497163963922321	LM18-20
Bromperidol	Doxycycline	NT5001	R2	0.038845894467103646	LM18-20
Cyclizine hydrochloride	Doxycycline	NT5001	R2	0.04202571133014281	LM18-20
Carprofen	Doxycycline	NT5001	R2	0.07022621243586902	LM18-20
Mitotane	Doxycycline	NT5001	R2	0.043144600686040466	LM18-20
Fluoxetine hydrochloride	Doxycycline	NT5001	R2	0.03898981282397804	LM18-20
Iohexol	Doxycycline	NT5001	R2	0.035795768448967244	LM18-20
Phenethicillin potassium salt	Erythromycin	NT5001	R1	0.014212441674898183	LM18-12
Norcyclobenzaprine	Doxycycline	NT5001	R2	0.012300357700240757	LM18-20
Pyrazinamide	Doxycycline	NT5001	R2	0.037873232420550795	LM18-20
Trimethadione	Doxycycline	NT5001	R2	0.041226900779997716	LM18-20
Nystatine	Doxycycline	NT5001	R2	0.039597632192451174	LM18-20
Budesonide	Doxycycline	NT5001	R2	0.045061983780004616	LM18-20
Imipenem	Doxycycline	NT5001	R2	0.03549820453025841	LM18-20
Sulfasalazine	Doxycycline	NT5001	R2	0.026774867655261447	LM18-20
Ambrisentan	Doxycycline	NT5001	R2	0.030042845174237685	LM18-20
Aripiprazole	Doxycycline	NT5001	R2	0.01715681836531775	LM18-20
Sulfamethoxypyridazine	Erythromycin	NT5001	R1	0.024880826423198103	LM18-12
Lofexidine	Doxycycline	NT5001	R2	0.042984749069809265	LM18-20
Thiostrepton	Doxycycline	NT5001	R2	0.011486102973614586	LM18-20
Miglitol	Doxycycline	NT5001	R2	0.0215735022212442	LM18-20
Tiabendazole	Doxycycline	NT5001	R2	0.04522192962506282	LM18-20
Rifampicin	Doxycycline	NT5001	R2	0.01148610297361461	LM18-20
Tenoxicam	Doxycycline	NT5001	R2	0.04022524212479962	LM18-20
Triflusal	Doxycycline	NT5001	R2	0.03691207095883447	LM18-20
Mesoridazine besylate	Doxycycline	NT5001	R2	0.040011983401552736	LM18-20
Trolox	Doxycycline	NT5001	R2	0.04008512155722479	LM18-20
Imipramine hydrochloride	Erythromycin	NT5001	R1	0.025122430509490472	LM18-12
Deferoxamine mesylate	Erythromycin	NT5001	R1	0.02050037105788386	LM18-12
Ethinylestradiol	Doxycycline	NT5001	R2	0.040906963972518216	LM18-20
Azithromycin	Doxycycline	NT5001	R2	0.011671275698621513	LM18-20
Pirenperone	Doxycycline	NT5001	R2	0.0346773380951381	LM18-20
Isoquinoline, 6,7-dimethoxy-1-methyl-1,2,3,4-tetrahydro, hydrochloride	Doxycycline	NT5001	R2	0.040587760865386575	LM18-20
Phenacetin	Doxycycline	NT5001	R2	0.010387455657346256	LM18-20
Atovaquone	Doxycycline	NT5001	R2	0.03570088963964102	LM18-20
Methoxamine hydrochloride	Doxycycline	NT5001	R2	0.03755153519443382	LM18-20
Piracetam	Doxycycline	NT5001	R2	0.032662709185265426	LM18-20
Phenindione	Doxycycline	NT5001	R2	0.031321313333302785	LM18-20
Thiocolchicoside	Doxycycline	NT5001	R2	0.04657433729585071	LM18-20
Clorsulon	Doxycycline	NT5001	R2	0.0401082874324445	LM18-20
Ibudilast	Doxycycline	NT5001	R2	0.0498656462169679	LM18-20
Gemcitabine	Doxycycline	NT5001	R2	0.01383641798265372	LM18-20
Ciclopirox ethanolamine	Doxycycline	NT5001	R2	0.029130654297404624	LM18-20
Probenecid	Doxycycline	NT5001	R2	0.039469328754153044	LM18-20
Betahistine mesylate	Doxycycline	NT5001	R2	0.024929389106718516	LM18-20
Tobramycin	Doxycycline	NT5001	R2	0.04426534235684772	LM18-20
Tetramisole hydrochloride	Doxycycline	NT5001	R2	0.04490453406695855	LM18-20
Liranaftate	Erythromycin	NT5001	R1	0.023333595322241676	LM18-12
Molsidomine	Doxycycline	NT5001	R2	0.04305551374106938	LM18-20
Chloroquine diphosphate	Doxycycline	NT5001	R2	0.03994834398384678	LM18-20
Trimetazidine dihydrochloride	Doxycycline	NT5001	R2	0.03819284979582154	LM18-20
Parthenolide	Doxycycline	NT5001	R2	0.04426520310651605	LM18-20
Olmesartan	Doxycycline	NT5001	R2	0.04440805158248191	LM18-20
Formoterol fumarate	Doxycycline	NT5001	R2	0.025652575396339142	LM18-20
Hexetidine	Doxycycline	NT5001	R2	0.016073223032305305	LM18-20
Selegiline hydrochloride	Doxycycline	NT5001	R2	0.024690541480529474	LM18-20
Pentamidine isethionate	Doxycycline	NT5001	R2	0.027963579021698354	LM18-20
Tolazamide	Doxycycline	NT5001	R2	0.03164120748378533	LM18-20
Sulfadimethoxine	Erythromycin	NT5001	R1	0.03500134426031583	LM18-12
Nifuroxazide	Doxycycline	NT5001	R2	0.01805581663260431	LM18-20
Dirithromycin	Doxycycline	NT5001	R2	0.009104553417837374	LM18-20
Gliclazide	Doxycycline	NT5001	R2	0.04554177450431739	LM18-20
DO 897/99	Doxycycline	NT5001	R2	0.03962922651023714	LM18-20
Prenylamine lactate	Doxycycline	NT5001	R2	0.05145427779642104	LM18-20
Rufloxacin	Doxycycline	NT5001	R2	0.018854817653430278	LM18-20
Fleroxacin	Doxycycline	NT5001	R2	0.02886151248847947	LM18-20
Ziprasidone  Hydrochloride	Doxycycline	NT5001	R2	0.022646199707439137	LM18-20
Mevastatin	Doxycycline	NT5001	R2	0.04410313063170257	LM18-20
Sulfanilamide	Erythromycin	NT5001	R1	0.030029687863272446	LM18-12
Pyridostigmine iodide	Doxycycline	NT5001	R2	0.037551442723011155	LM18-20
Pentobarbital	Doxycycline	NT5001	R2	0.03499233331574473	LM18-20
Atropine sulfate monohydrate	Doxycycline	NT5001	R2	0.03008730924800034	LM18-20
Itraconazole	Doxycycline	NT5001	R2	0.036363653980248586	LM18-20
Acarbose	Doxycycline	NT5001	R2	0.028411548507346097	LM18-20
Entacapone	Doxycycline	NT5001	R2	0.04464693601663167	LM18-20
Nicotinamide	Doxycycline	NT5001	R2	0.04666011539028772	LM18-20
Clavulanate potassium salt	Doxycycline	NT5001	R2	0.038190765631346366	LM18-20
Amcinonide	Doxycycline	NT5001	R2	0.07878153455536575	LM18-20
Balsalazide Sodium	Erythromycin	NT5001	R1	0.03414320106730816	LM18-12
Tetracaïne hydrochloride	Doxycycline	NT5001	R2	0.03305620010695743	LM18-20
Mometasone furoate	Doxycycline	NT5001	R2	0.03824651388773922	LM18-20
Troglitazone	Doxycycline	NT5001	R2	0.020452485117243024	LM18-20
Dacarbazine	Doxycycline	NT5001	R2	0.03562238769788501	LM18-20
Tenatoprazole	Doxycycline	NT5001	R2	0.050656990894615644	LM18-20
Escitalopram	Doxycycline	NT5001	R2	0.03388966312139301	LM18-20
Ropinirole HCl	Doxycycline	NT5001	R2	0.023329131665500324	LM18-20
Lacidipine	Doxycycline	NT5001	R2	0.04346398966264878	LM18-20
Argatroban	Doxycycline	NT5001	R2	0.040749737577638334	LM18-20
Estradiol Valerate	Erythromycin	NT5001	R1	0.008050107270582273	LM18-12
Caffeine	Doxycycline	NT5001	R2	0.031120969465992788	LM18-20
Celecoxib	Doxycycline	NT5001	R2	0.06184257637951269	LM18-20
Reboxetine mesylate	Doxycycline	NT5001	R2	0.03835243137888318	LM18-20
Camylofine chlorhydrate	Doxycycline	NT5001	R2	0.03787314103552359	LM18-20
Papaverine hydrochloride	Doxycycline	NT5001	R2	0.04666210145964627	LM18-20
Yohimbine hydrochloride	Doxycycline	NT5001	R2	0.03671583632049874	LM18-20
Voriconazole	Doxycycline	NT5001	R2	0.03483474511923436	LM18-20
Cilostazol	Doxycycline	NT5001	R2	0.03078536051327997	LM18-20
Galanthamine hydrobromide	Doxycycline	NT5001	R2	0.012145214063912519	LM18-20
Phentermine hydrochloride	Erythromycin	NT5001	R1	0.026123958336457122	LM18-12
Azelastine HCl	Doxycycline	NT5001	R2	0.05385066845140534	LM18-20
Etretinate	Doxycycline	NT5001	R2	0.04937672119365083	LM18-20
Candesartan	Doxycycline	NT5001	R2	0.04202811569369409	LM18-20
Triclosan	Doxycycline	NT5001	R2	0.058646688604425366	LM18-20
Emedastine	Doxycycline	NT5001	R2	0.03411291566412131	LM18-20
Etofenamate	Doxycycline	NT5001	R2	0.06578055473644191	LM18-20
Zaleplon	Doxycycline	NT5001	R2	0.041686370106445575	LM18-20
Diclofenac sodium	Doxycycline	NT5001	R2	0.04097431623060283	LM18-20
Exemestane	Doxycycline	NT5001	R2	0.046500077840674246	LM18-20
Sulfaquinoxaline sodium salt	Erythromycin	NT5001	R1	0.03225814478703237	LM18-12
Temozolomide	Doxycycline	NT5001	R2	0.025326875821018658	LM18-20
Xylazine	Doxycycline	NT5001	R2	0.014382395481891845	LM18-20
Celiprolol HCl	Doxycycline	NT5001	R2	0.04298683368162372	LM18-20
Zopiclone	Doxycycline	NT5001	R2	0.04218570635057056	LM18-20
Enoxacin	Doxycycline	NT5001	R2	0.017898272882448087	LM18-20
Fluocinolone acetonide	Doxycycline	NT5001	R2	0.04282692924740301	LM18-20
Tranilast	Doxycycline	NT5001	R2	0.05017567022726025	LM18-20
Tizanidine HCl	Doxycycline	NT5001	R2	0.03595349723782716	LM18-20
Zafirlukast	Doxycycline	NT5001	R2	0.007842987347949294	LM18-20
Butenafine Hydrochloride	Doxycycline	NT5001	R2	0.022728935644372363	LM18-20
Streptozotocin	Erythromycin	NT5001	R1	0.01851809406953736	LM18-12
Carbadox	Doxycycline	NT5001	R2	0.011002150886063414	LM18-20
Eburnamonine (-)	Doxycycline	NT5001	R2	0.04873748756145757	LM18-20
Oxibendazol	Doxycycline	NT5001	R2	0.016939194946150815	LM18-20
Ipsapirone	Doxycycline	NT5001	R2	0.044411034006544406	LM18-20
Hydroxychloroquine sulfate	Doxycycline	NT5001	R2	0.04682195790075127	LM18-20
Sparfloxacin	Doxycycline	NT5001	R2	0.013081878724707086	LM18-20
Losartan	Doxycycline	NT5001	R2	0.06471718694812732	LM18-20
Loracarbef	Doxycycline	NT5001	R2	0.013235074666997665	LM18-20
Fenipentol	Doxycycline	NT5001	R2	0.047459247481526835	LM18-20
Sulindac	Erythromycin	NT5001	R1	0.03351594488073842	LM18-12
Metoprolol-(+,-) (+)-tartrate salt	Erythromycin	NT5001	R1	0.02917159221537998	LM18-12
Diosmin	Doxycycline	NT5001	R2	0.038670240342400734	LM18-20
Carbidopa	Doxycycline	NT5001	R2	0.04138675485659502	LM18-20
(-)-Emtricitabine	Doxycycline	NT5001	R2	0.034890404806171435	LM18-20
Quipazine dimaleate salt	Doxycycline	NT5001	R2	0.032491761814256045	LM18-20
Acipimox	Doxycycline	NT5001	R2	0.013583355414736072	LM18-20
Diflorasone Diacetate	Doxycycline	NT5001	R2	0.04394327856813206	LM18-20
Acamprosate calcium	Doxycycline	NT5001	R2	0.04314659279447946	LM18-20
Benztropine mesylate	Doxycycline	NT5001	R2	0.053848863075168805	LM18-20
Racepinephrine HCl	Doxycycline	NT5001	R2	0.047603291298336556	LM18-20
Flumethasone	Erythromycin	NT5001	R1	0.029686334919326294	LM18-12
Mizolastine	Doxycycline	NT5001	R2	0.07398547893473026	LM18-20
Amisulpride	Doxycycline	NT5001	R2	0.05017580714503703	LM18-20
Pyridoxine hydrochloride	Doxycycline	NT5001	R2	0.048417870601573314	LM18-20
Mercaptopurine	Doxycycline	NT5001	R2	0.04321344580505765	LM18-20
Cytarabine	Doxycycline	NT5001	R2	0.04449386457681283	LM18-20
Folic acid	Doxycycline	NT5001	R2	0.04969633792986545	LM18-20
Benazepril HCl	Doxycycline	NT5001	R2	0.01981352752534705	LM18-20
Aniracetam	Doxycycline	NT5001	R2	0.04458482367706748	LM18-20
Dimethisoquin hydrochloride	Doxycycline	NT5001	R2	0.050175670770457974	LM18-20
Flecainide acetate	Erythromycin	NT5001	R1	0.03208646816063638	LM18-12
Montelukast	Doxycycline	NT5001	R2	0.020772466786463203	LM18-20
Pravastatin	Doxycycline	NT5001	R2	0.07606335643953832	LM18-20
Alendronate sodium	Doxycycline	NT5001	R2	0.04682014638957584	LM18-20
Dipivefrin hydrochloride	Doxycycline	NT5001	R2	0.04809852552812142	LM18-20
Thiorphan	Doxycycline	NT5001	R2	0.04889761323691199	LM18-20
Tomoxetine hydrochloride	Doxycycline	NT5001	R2	0.03995083554660758	LM18-20
Aceclidine Hydrochloride	Doxycycline	NT5001	R2	0.04777886421774144	LM18-20
Levetiracetam	Doxycycline	NT5001	R2	0.046894736104267476	LM18-20
Dexfenfluramine hydrochloride	Doxycycline	NT5001	R2	0.03395017993844357	LM18-20
Etoricoxib	Doxycycline	NT5001	R2	0.059603819230118704	LM18-20
Sertindole	Doxycycline	NT5001	R2	0.008947008293710488	LM18-20
Rosiglitazone Hydrochloride	Doxycycline	NT5001	R2	0.0666349768332738	LM18-20
Valproic acid	Doxycycline	NT5001	R2	0.05300392554187754	LM18-20
Sulmazole	Doxycycline	NT5001	R2	0.038158822015207615	LM18-20
Gefitinib	Doxycycline	NT5001	R2	0.03755130705139384	LM18-20
Flunisolide	Doxycycline	NT5001	R2	0.04330649125352532	LM18-20
N-Acetyl-DL-homocysteine Thiolactone	Doxycycline	NT5001	R2	0.037391586090189326	LM18-20
Flurandrenolide	Doxycycline	NT5001	R2	0.033873537517665135	LM18-20
Atractyloside potassium salt	Erythromycin	NT5001	R1	0.03277307847787097	LM18-12
Rebamipide	Doxycycline	NT5001	R2	0.0394690051041738	LM18-20
Nilvadipine	Doxycycline	NT5001	R2	0.06104186139943022	LM18-20
Etanidazole	Doxycycline	NT5001	R2	0.04378383438213933	LM18-20
Pinaverium bromide	Doxycycline	NT5001	R2	0.004301424691794294	LM18-20
Mepivacaine hydrochloride	Doxycycline	NT5001	R2	0.040299282633658125	LM18-20
Carvedilol	Doxycycline	NT5001	R2	0.0716668827102028	LM18-20
Glimepiride	Doxycycline	NT5001	R2	0.05145155189177576	LM18-20
Picrotoxinin	Doxycycline	NT5001	R2	0.04026134537056287	LM18-20
Mepenzolate bromide	Doxycycline	NT5001	R2	0.04106695314558235	LM18-20
Benfotiamine	Doxycycline	NT5001	R2	0.03597786701528086	LM18-20
Folinic acid calcium salt	Erythromycin	NT5001	R1	0.030716154910311114	LM18-12
Halcinonide	Doxycycline	NT5001	R2	0.03829428563617226	LM18-20
Benzamil hydrochloride	Doxycycline	NT5001	R2	0.033875847237002925	LM18-20
Suxibuzone	Doxycycline	NT5001	R2	0.027097556996435283	LM18-20
6-Furfurylaminopurine	Doxycycline	NT5001	R2	0.042025713534886475	LM18-20
Avermectin B1a	Doxycycline	NT5001	R2	0.0441734640401876	LM18-20
Methenamine	Doxycycline	NT5001	R2	0.04346620719813917	LM18-20
Fludarabine	Doxycycline	NT5001	R2	0.16187435199988096	LM18-20
Pranlukast	Doxycycline	NT5001	R2	0.03435568553904492	LM18-20
Penicillamine	Doxycycline	NT5001	R2	0.03358646565008568	LM18-20
Levonordefrin	Erythromycin	NT5001	R1	0.03277579506386168	LM18-12
Zileuton	Doxycycline	NT5001	R2	0.042158476603628314	LM18-20
Loratadine	Doxycycline	NT5001	R2	0.038831578094376554	LM18-20
Tetraethylenepentamine pentahydrochloride	Doxycycline	NT5001	R2	0.04314446501442315	LM18-20
Acefylline	Doxycycline	NT5001	R2	0.05919578086779283	LM18-20
Acitretin	Doxycycline	NT5001	R2	0.01853705150667376	LM18-20
Zonisamide	Doxycycline	NT5001	R2	0.04905483729923699	LM18-20
Irsogladine maleate	Doxycycline	NT5001	R2	0.038512421702248334	LM18-20
Cladribine	Doxycycline	NT5001	R2	0.060721873786988054	LM18-20
Olopatadine hydrochloride	Doxycycline	NT5001	R2	0.04282710914170484	LM18-20
Ebselen	Erythromycin	NT5001	R1	0.031568388227642616	LM18-12
Dydrogesterone	Doxycycline	NT5001	R2	0.05832743299883229	LM18-20
Sumatriptan succinate	Doxycycline	NT5001	R2	0.03041106676439929	LM18-20
Opipramol dihydrochloride	Doxycycline	NT5001	R2	0.03516524495441707	LM18-20
Nalidixic acid sodium salt	Doxycycline	NT5001	R2	0.03339665057927263	LM18-20
Oxacillin sodium	Doxycycline	NT5001	R2	0.040587622094347	LM18-20
Thiamine hydrochloride	Doxycycline	NT5001	R2	0.04298257575700338	LM18-20
Tazobactam	Doxycycline	NT5001	R2	0.010387322478047861	LM18-20
Ibandronate sodium	Doxycycline	NT5001	R2	0.041067138024522	LM18-20
Warfarin	Doxycycline	NT5001	R2	0.04186599838909278	LM18-20
Diclazuril	Erythromycin	NT5001	R1	0.02522389250074845	LM18-12
Granisetron	Doxycycline	NT5001	R2	0.04953666384342837	LM18-20
Desloratadine	Doxycycline	NT5001	R2	0.04985818053618743	LM18-20
Pranoprofen	Doxycycline	NT5001	R2	0.04090954692030624	LM18-20
Secnidazole	Doxycycline	NT5001	R2	0.013375328816343651	LM18-20
Pempidine tartrate	Doxycycline	NT5001	R2	0.04058780272356337	LM18-20
Clodronate	Doxycycline	NT5001	R2	0.04161299098864444	LM18-20
Ibutilide fumarate	Doxycycline	NT5001	R2	0.03433267341976852	LM18-20
Tramadol hydrochloride	Doxycycline	NT5001	R2	0.03164093252988353	LM18-20
Estropipate	Doxycycline	NT5001	R2	0.039786587170810885	LM18-20
Vardenafil	Erythromycin	NT5001	R1	0.02762416949268135	LM18-12
Butylscopolammonium (n-) bromide	Doxycycline	NT5001	R2	0.039628862887296695	LM18-20
Irinotecan hydrochloride trihydrate	Doxycycline	NT5001	R2	0.04538169190124644	LM18-20
Clarithromycin	Doxycycline	NT5001	R2	0.01037192639054095	LM18-20
Vecuronium bromide	Doxycycline	NT5001	R2	0.04490249524351616	LM18-20
Tylosin	Doxycycline	NT5001	R2	0.008938133071252654	LM18-20
